UNIT	Side	Frame	level	Channel	LANENUM	PRODCODE	AframePacksize	WMSPacksize	DESCRIPT	CURRENTSTATUS	ProductCode-Packsize	CurrentNDC
2	A	9	1	14	1	P0705	1500	15	PEG 400 0.4%/PROP GLYCOL 0.3% OPH SOLN	NO ERROR	P0705-15	50804016001
2	A	9	1	15	1	A0390	10000	100	ASCORBIC ACID 500MG TAB	NO ERROR	A0390-100	54629007601
2	A	9	1	16	1	C0572	10000	100	CALCIUM CARBONATE 650MG (CA 260MG) TAB	EMPTY LANE	C0572-100	Not in Stock
2	A	9	1	17	1	D1054	9000	90	DILTIAZEM (EQV-TIAZAC) 360MG 24HR CAP	EMPTY LANE	D1054-90	68682037190
2	A	9	1	18	1	C0300	1000	10	CLOTRIMAZOLE 1% TOP SOLN	EMPTY LANE	C0300-10	10135067181
2	A	9	1	19	1	V0113	9000	90	VALSARTAN 80MG TAB	NO ERROR	V0113-90	42291085790
2	A	9	1	20	1	F0078	6000	60	FUROSEMIDE 40MG TAB	NO ERROR	F0078-60	71610063453
2	A	9	1	21	1	D0924	3000	30	DULOXETINE HCL 60MG EC CAP	EMPTY LANE	D0924-30	51407081930
2	A	9	1	22	2	D0924	3000	30	DULOXETINE HCL 60MG EC CAP	EMPTY LANE	D0924-30	51407081930
2	A	9	1	23	3	D0924	3000	30	DULOXETINE HCL 60MG EC CAP	EMPTY LANE	D0924-30	51407081930
2	A	9	1	24	28	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	9	1	25	29	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	10	1	32	1	F0472	100	1	FORMOTEROL 5/MOMETASONE 200MCG 120D INHL	EMPTY LANE	F0472-1	78206012601
2	A	10	1	33	1	P0100	18000	180	PRAZOSIN HCL 2MG CAP	NO ERROR	P0100-180	71610069480
2	A	10	1	34	1	P0572	6000	60	PANTOPRAZOLE NA 40MG EC TAB	EMPTY LANE	P0572-60	71610065353
2	A	10	1	35	1	C0815	9000	90	CITALOPRAM HYDROBROMIDE 40MG TAB	NO ERROR	C0815-90	43353011260
2	A	10	1	36	1	P0098	9000	90	PRAVASTATIN NA 20MG TAB	EMPTY LANE	P0098-90	60505016909
2	A	10	1	37	1	A1271	9000	90	AMIODARONE HCL (PACERONE) 200MG TAB	EMPTY LANE	A1271-90	00245014790
2	A	10	1	38	1	P0705	3000	30	PEG 400-PROP GLY 0.4%-0.3% EYE DROPS	EMPTY LANE	P0705-30	Not in Stock
2	A	10	1	39	1	P0622	9000	90	PRAVASTATIN NA 80MG TAB	EMPTY LANE	P0622-90	42291066990
2	A	10	1	40	1	B0709	800	8	BRIMONIDINE 0.2%/BRINZOLAMID 1% OPH SUSP	EMPTY LANE	B0709-8	00065414727
2	A	10	1	41	1	M0298	4500	45	MIRTAZAPINE 30MG TAB	NO ERROR	M0298-45	71610052345
2	A	10	1	42	1	I0198	3000	30	IPRATROPIUM BR 0.03% NASAL SPRAY	NO ERROR	I0198-30	60505082601
2	A	10	1	43	1	N0140	11000	110	NICOTINE 4MG GUM	EMPTY LANE	N0140-110	00536137223
2	A	10	1	44	1	O0205	3000	30	OMEPRAZOLE 20MG EC CAP	NO ERROR	O0205-30	71610066330
2	A	10	1	45	1	B0906	100	1	BREZTRI 160/9/4.8MCG/ACT 120D ORAL INHL	EMPTY LANE	B0906-1	00310461612
2	A	10	1	46	1	C0038	6000	60	CALCIUM CITRATE 315MG/VIT D 200 UNT TAB	EMPTY LANE	C0038-60	80681004500
2	A	10	1	47	1	B0302	1500	15	BRIMONIDINE TARTRATE 0.2% OPH SOLN	EMPTY LANE	B0302-15	61314014315
2	A	10	1	48	1	G0014	18000	180	GLIPIZIDE 5MG TAB	EMPTY LANE	G0014-180	71610068080
2	A	10	1	49	1	K0004	6000	60	KETOCONAZOLE 2% CREAM	NO ERROR	K0004-60	51407027960
2	A	10	1	50	1	U0010	9000	90	UREA 20% CREAM	EMPTY LANE	U0010-90	58980061030
2	A	10	1	51	1	L0046	4500	45	LISINOPRIL 5MG TAB	EMPTY LANE	L0046-45	76282072945
2	A	10	1	52	1	L0821	9000	90	LEVOTHYROXINE NA (SYNTHROID) 150MCG TAB	EMPTY LANE	L0821-90	00074706990
2	A	10	1	53	1	M0253	9000	90	METOPROLOL SUCCINATE 50MG SA TAB	EMPTY LANE	M0253-90	71610064260
2	A	10	1	54	1	M0215	9000	90	MICONAZOLE NITRATE 2% TOP PWDR	EMPTY LANE	M0215-90	Not in Stock
2	A	10	1	55	1	T0324	9000	90	TERAZOSIN HCL 10MG CAP	NO ERROR	T0324-90	71610078060
2	A	10	1	56	30	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	1	1	6	1	T0385	9000	90	TAMSULOSIN HCL 0.4MG CAP	NO ERROR	T0385-90	71610073860
2	B	1	1	7	2	T0385	9000	90	TAMSULOSIN HCL 0.4MG CAP	NO ERROR	T0385-90	71610073860
2	B	1	1	8	3	T0385	9000	90	TAMSULOSIN HCL 0.4MG CAP	NO ERROR	T0385-90	71610073860
2	B	1	1	9	4	T0385	9000	90	TAMSULOSIN HCL 0.4MG CAP	NO ERROR	T0385-90	71610073860
2	B	1	1	10	1	B0520	4500	45	BENZOYL PEROXIDE 5% (WATER BASED) GEL	NO ERROR	B0520-45	00536105556
2	B	1	1	11	1	S0212	4500	45	SODIUM CHLORIDE 0.65% SOLN NASAL SPRAY	NO ERROR	S0212-45	00904386575
2	B	1	1	12	1	N0503	1400	14	NICOTINE 21MG/24HR PATCH	NO ERROR	N0503-14	60429044514
2	B	1	1	13	1	A0616	5000	50	AZELAIC ACID 20% TOP CREAM	NO ERROR	A0616-50	16110086950
2	B	1	1	14	1	O0078	500	5	OLOPATADINE HCL 0.1% OPH SOLN	NO ERROR	O0078-5	51407066305
2	B	1	1	15	1	XL337	100	1	GLUCOSE SENSOR FREESTYLE LIBRE 3	NO ERROR	XL337-1	57599081800
2	B	1	1	16	71	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	1	1	17	72	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	1	1	18	73	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	1	1	19	74	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	1	1	20	75	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	1	1	21	76	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	1	1	22	1	C1113	3000	30	CARBOXYMETHYLCELLULOSE NA 0.5% OPH SOLN	EMPTY LANE	C1113-30	00023079801
2	B	1	1	23	1	A0465	500	5	ATROPINE SULFATE 1% OPH SOLN	EMPTY LANE	A0465-5	00065081701
2	B	1	1	24	1	P0077	1500	15	ARTIFICIAL TEARS POLYVINYL ALCOHOL	EMPTY LANE	P0077-15	50268067815
2	B	1	1	25	2	P0077	1500	15	ARTIFICIAL TEARS POLYVINYL ALCOHOL	EMPTY LANE	P0077-15	50268067815
2	B	1	1	26	1	D0037	250	2.5	DEXAMETHASONE 0.1/TOBRAMYC 0.3% OPH SUSP	NO ERROR	D0037-2.5	61314064725
2	B	1	1	27	1	R0164	3000	30	ROSUVASTATIN CA 40MG TAB	NO ERROR	R0164-30	24658026430
2	B	1	1	28	2	R0164	3000	30	ROSUVASTATIN CA 40MG TAB	NO ERROR	R0164-30	24658026430
2	B	1	1	29	3	R0164	3000	30	ROSUVASTATIN CA 40MG TAB	NO ERROR	R0164-30	24658026430
2	B	1	1	30	77	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	1	1	31	78	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	2	1	38	1	A1677	6000	60	APIXABAN 5MG TAB	NO ERROR	A1677-60	00003089421
2	B	2	1	39	2	A1677	6000	60	APIXABAN 5MG TAB	NO ERROR	A1677-60	00003089421
2	B	2	1	40	3	A1677	6000	60	APIXABAN 5MG TAB	NO ERROR	A1677-60	00003089421
2	B	2	1	41	79	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	2	1	42	80	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	2	1	43	81	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	2	1	44	1	S0013	9000	90	SERTRALINE HCL 100MG TAB	NO ERROR	S0013-90	71610076960
2	B	2	1	45	82	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	2	1	46	1	L0109	3000	30	LORATADINE 10MG TAB	NO ERROR	L0109-30	45802065065
2	B	2	1	47	2	L0109	3000	30	LORATADINE 10MG TAB	NO ERROR	L0109-30	45802065065
2	B	2	1	48	3	L0109	3000	30	LORATADINE 10MG TAB	NO ERROR	L0109-30	45802065065
2	B	2	1	49	83	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	2	1	50	1	M1013	36000	360	METFORMIN HCL 500MG 24HR SA TAB	EMPTY LANE	M1013-360	42291049736
2	B	2	1	51	2	M1013	36000	360	METFORMIN HCL 500MG 24HR SA TAB	EMPTY LANE	M1013-360	42291049736
2	B	2	1	52	84	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	2	1	53	85	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	2	1	54	1	S0369	900	9	SUMATRIPTAN SUCCINATE 100MG TAB	NO ERROR	S0369-9	51407001309
2	B	2	1	55	2	S0369	900	9	SUMATRIPTAN SUCCINATE 100MG TAB	NO ERROR	S0369-9	51407001309
2	B	2	1	56	86	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	2	1	57	87	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	2	1	58	1	B0585	9000	90	BUPROPION HCL 150MG 24HR SA TAB	NO ERROR	B0585-90	77771014490
2	B	2	1	59	2	B0585	9000	90	BUPROPION HCL 150MG 24HR SA TAB	NO ERROR	B0585-90	77771014490
2	B	2	1	60	3	B0585	9000	90	BUPROPION HCL 150MG 24HR SA TAB	NO ERROR	B0585-90	77771014490
2	B	2	1	61	88	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	2	1	62	89	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	2	1	63	90	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	3	1	70	1	A0545	9000	90	AMLODIPINE BESYLATE 10MG TAB	NO ERROR	A0545-90	76282023990
2	B	3	1	71	2	A0545	9000	90	AMLODIPINE BESYLATE 10MG TAB	NO ERROR	A0545-90	76282023990
2	B	3	1	72	3	A0545	9000	90	AMLODIPINE BESYLATE 10MG TAB	NO ERROR	A0545-90	76282023990
2	B	3	1	73	1	A0465	1500	15	ATROPINE SULFATE 1% OPH SOLN	NO ERROR	A0465-15	60505622602
2	B	3	1	74	1	XY864	10000	100	LANCET,FREESTYLE	NO ERROR	XY864-100	99073013001
2	B	3	1	75	2	XY864	10000	100	LANCET,FREESTYLE	NO ERROR	XY864-100	99073013001
2	B	3	1	76	1	S0016	5000	50	SILVER SULFADIAZINE 1% CREAM	NO ERROR	S0016-50	43598021050
2	B	3	1	77	1	M0544	9000	90	MELOXICAM 15MG TAB	NO ERROR	M0544-90	72865013890
2	B	3	1	78	2	M0544	9000	90	MELOXICAM 15MG TAB	NO ERROR	M0544-90	72865013890
2	B	3	1	79	1	N0238	1500	15	NAPHAZOLIN 0.025/PHENIRAMIN 0.3% OPH SLN	NO ERROR	N0238-15	00065008515
2	B	3	1	80	1	A0740	9000	90	ATORVASTATIN CALCIUM 40MG TAB	NO ERROR	A0740-90	77771045390
2	B	3	1	81	2	A0740	9000	90	ATORVASTATIN CALCIUM 40MG TAB	NO ERROR	A0740-90	77771045390
2	B	3	1	82	1	T0094	6000	60	TRIAMCINOLONE ACETONIDE 0.1% LOTION	NO ERROR	T0094-60	00713067653
2	B	3	1	83	1	G0104	9000	90	GABAPENTIN 300MG CAP	NO ERROR	G0104-90	72865025390
2	B	3	1	84	2	G0104	9000	90	GABAPENTIN 300MG CAP	NO ERROR	G0104-90	72865025390
2	B	3	1	85	1	O0036	1000	10	OFLOXACIN 0.3% OPH SOLN	NO ERROR	O0036-10	60505056001
2	B	3	1	86	159	SPARES1                       	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	3	1	87	1	M0261	18000	180	METFORMIN HCL 500MG TAB	NO ERROR	M0261-180	43353098280
2	B	3	1	88	1	A1069	1200	12	ALENDRONATE 35MG TAB	NO ERROR	A1069-12	10135071812
2	B	3	1	89	1	M0824	9000	90	MENTHOL/M-SALICYLATE 10-15% TOP CREAM	NO ERROR	M0824-90	00536110145
2	B	3	1	90	91	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	3	1	91	92	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	3	1	92	93	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	3	1	93	94	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	3	1	94	95	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	3	1	95	96	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	4	1	102	1	M1109	6000	60	MELATONIN 3MG CAP/TAB	NO ERROR	M1109-60	80681008600
2	B	4	1	103	2	M1109	6000	60	MELATONIN 3MG CAP/TAB	NO ERROR	M1109-60	80681008600
2	B	4	1	104	3	M1109	6000	60	MELATONIN 3MG CAP/TAB	NO ERROR	M1109-60	80681008600
2	B	4	1	105	97	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	4	1	106	1	P0700	3000	30	PETROLATUM (WHITE) OINT	EMPTY LANE	P0700-30	53329006801
2	B	4	1	107	98	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	4	1	108	99	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	4	1	109	1	F0069	250	2.5	FLURBIPROFEN NA 0.03% OPH SOLN	NO ERROR	F0069-2.5	69292072225
2	B	4	1	110	1	B0112	3000	30	BENZOYL PEROXIDE 5% LOTION	EMPTY LANE	B0112-30	00536105775
2	B	4	1	111	1	P0971	5000	50	ARTIFICIAL TEARS PVA 1.4%/POVIDONE (PF)	NO ERROR	P0971-50	00023050650
2	B	4	1	112	2	P0971	5000	50	ARTIFICIAL TEARS PVA 1.4%/POVIDONE (PF)	NO ERROR	P0971-50	00023050650
2	B	4	1	113	1	M1011	12000	120	MULTIVIT/OPHTH AREDS2/LUTE/ZEAX CAP/TAB	NO ERROR	M1011-120	24208069762
2	B	4	1	114	2	M1011	12000	120	MULTIVIT/OPHTH AREDS2/LUTE/ZEAX CAP/TAB	NO ERROR	M1011-120	24208069762
2	B	4	1	115	1	T0090	8000	80	TRIAMCINOLONE ACETONIDE 0.025% CREAM	NO ERROR	T0090-80	45802006336
2	B	4	1	116	1	D0841	6000	60	DALFAMPRIDINE 10MG SA TAB	NO ERROR	D0841-60	51407087660
2	B	4	1	117	1	F0404	100	1	FLUNISOLIDE 0.025% 200D NASAL INH SPRAY	NO ERROR	F0404-1	24208034425
2	B	4	1	118	1	O0367	100	1	OLODATEROL/TIOTROP 2.5MCG/ACTUAT 60D INH	NO ERROR	O0367-1	00597015561
2	B	4	1	119	2	O0367	100	1	OLODATEROL/TIOTROP 2.5MCG/ACTUAT 60D INH	NO ERROR	O0367-1	00597015561
2	B	4	1	120	1	A0545	4500	45	AMLODIPINE BESYLATE 10MG TAB	EMPTY LANE	A0545-45	71610046945
2	B	4	1	121	2	A0545	4500	45	AMLODIPINE BESYLATE 10MG TAB	EMPTY LANE	A0545-45	71610046945
2	B	4	1	122	1	C0323	10000	100	CYANOCOBALAMIN 500MCG TAB	NO ERROR	C0323-100	54629058501
2	B	4	1	123	2	C0323	10000	100	CYANOCOBALAMIN 500MCG TAB	NO ERROR	C0323-100	54629058501
2	B	4	1	124	1	C1113	1500	15	CARBOXYMETHYLCELLULOSE NA 0.5% OPH SOLN	EMPTY LANE	C1113-15	00536138694
2	B	4	1	125	100	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	4	1	126	101	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	4	1	127	102	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	5	1	6	1	L0044	4500	45	LISINOPRIL 20MG TAB	NO ERROR	L0044-45	76282073145
2	B	5	1	7	2	L0044	4500	45	LISINOPRIL 20MG TAB	NO ERROR	L0044-45	76282073145
2	B	5	1	8	1	H0056	12000	120	HYDROCORTISONE 1% LOTION	EMPTY LANE	H0056-120	71399012001
2	B	5	1	9	1	A0002	6000	60	A & D OINTMENT	EMPTY LANE	A0002-60	53329009014
2	B	5	1	10	1	R0164	4500	45	ROSUVASTATIN CA 40MG TAB	NO ERROR	R0164-45	24658026445
2	B	5	1	11	2	R0164	4500	45	ROSUVASTATIN CA 40MG TAB	NO ERROR	R0164-45	24658026445
2	B	5	1	12	1	T0385	3000	30	TAMSULOSIN HCL 0.4MG CAP	NO ERROR	T0385-30	71610073830
2	B	5	1	13	2	T0385	3000	30	TAMSULOSIN HCL 0.4MG CAP	NO ERROR	T0385-30	71610073830
2	B	5	1	14	3	T0385	3000	30	TAMSULOSIN HCL 0.4MG CAP	NO ERROR	T0385-30	71610073830
2	B	5	1	15	1	F0001	9000	90	FAMOTIDINE 20MG TAB	NO ERROR	F0001-90	51407068390
2	B	5	1	16	2	F0001	9000	90	FAMOTIDINE 20MG TAB	NO ERROR	F0001-90	51407068390
2	B	5	1	17	103	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	5	1	18	104	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	5	1	19	1	G0192	9000	90	GABAPENTIN 600MG TAB	NO ERROR	G0192-90	77771017790
2	B	5	1	20	2	G0192	9000	90	GABAPENTIN 600MG TAB	NO ERROR	G0192-90	77771017790
2	B	5	1	21	105	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	5	1	22	106	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	5	1	23	1	M0400	9000	90	MONTELUKAST NA 10MG TAB	NO ERROR	M0400-90	72865017590
2	B	5	1	24	2	M0400	9000	90	MONTELUKAST NA 10MG TAB	NO ERROR	M0400-90	72865017590
2	B	5	1	25	107	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	5	1	26	1	P0082	12000	120	POTASSIUM CHLORIDE 10MEQ SA TAB	NO ERROR	P0082-120	71610034970
2	B	5	1	27	1	P0615	9000	90	POTASSIUM CL 20MEQ SA TAB (DISPERSIBLE)	NO ERROR	P0615-90	71610034360
2	B	5	1	28	2	P0615	9000	90	POTASSIUM CL 20MEQ SA TAB (DISPERSIBLE)	NO ERROR	P0615-90	71610034360
2	B	5	1	29	108	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	5	1	30	109	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	5	1	31	110	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	6	1	38	111	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	6	1	39	112	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	6	1	40	1	C0784	9000	90	CLOPIDOGREL BISULFATE 75MG TAB	NO ERROR	C0784-90	77771012490
2	B	6	1	41	2	C0784	9000	90	CLOPIDOGREL BISULFATE 75MG TAB	NO ERROR	C0784-90	77771012490
2	B	6	1	42	1	S0637	100	1	SUMATRIPTAN SUCCINATE 6MG/0.5ML RFL KIT	EMPTY LANE	S0637-1	Not in Stock
2	B	6	1	43	1	B0139	1500	15	BETAMETHASONE VALERATE 0.1% CREAM	EMPTY LANE	B0139-15	51672126901
2	B	6	1	44	1	C0038	10000	100	CALCIUM CITRATE 315MG/VIT D 200 UNT TAB	NO ERROR	C0038-100	80681011500
2	B	6	1	45	1	B0521	6000	60	BENZOYL PEROXIDE 10% (WATER BASED) GEL	NO ERROR	B0521-60	45802030896
2	B	6	1	46	1	A0547	9000	90	AMLODIPINE BESYLATE 5MG TAB	NO ERROR	A0547-90	76282023890
2	B	6	1	47	2	A0547	9000	90	AMLODIPINE BESYLATE 5MG TAB	NO ERROR	A0547-90	76282023890
2	B	6	1	48	1	E0627	9000	90	EMPAGLIFLOZIN 25MG TAB	NO ERROR	E0627-90	00597015390
2	B	6	1	49	2	E0627	9000	90	EMPAGLIFLOZIN 25MG TAB	NO ERROR	E0627-90	00597015390
2	B	6	1	50	1	C0279	1500	15	CLOBETASOL PROPIONATE 0.05% CREAM	NO ERROR	C0279-15	69238152305
2	B	6	1	51	1	D0963	6000	60	DIMETHYL FUMARATE 240MG EC CAP	NO ERROR	D0963-60	51407044160
2	B	6	1	52	1	T0055	500	5	TIMOLOL MALEATE 0.25% OPH SOLN	NO ERROR	T0055-5	61314022605
2	B	6	1	53	1	D0273	100	1	DEXAMETHASONE 0.1%/NEO/POLYMX OPH OINT	EMPTY LANE	D0273-1	61314063136
2	B	6	1	54	1	A0037	10000	100	ACETAMINOPHEN 500MG TAB	NO ERROR	A0037-100	54738054001
2	B	6	1	55	2	A0037	10000	100	ACETAMINOPHEN 500MG TAB	NO ERROR	A0037-100	54738054001
2	B	6	1	56	1	F0113	12000	120	FLUOXETINE HCL 20MG/5ML SOLN	NO ERROR	F0113-120	00121072104
2	B	6	1	57	1	H0057	3000	30	HYDROCORTISONE 1% OINT	NO ERROR	H0057-30	43749025001
2	B	6	1	58	1	A0413	10000	100	ASPIRIN 325MG TAB	NO ERROR	A0413-100	00536105429
2	B	6	1	59	1	P0572	9000	90	PANTOPRAZOLE NA 40MG EC TAB	NO ERROR	P0572-90	72865023090
2	B	6	1	60	2	P0572	9000	90	PANTOPRAZOLE NA 40MG EC TAB	NO ERROR	P0572-90	72865023090
2	B	6	1	61	113	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	6	1	62	114	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	6	1	63	115	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	JAM LANE	SPARES1-1	#N/A
2	B	7	1	70	116	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	7	1	71	117	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	7	1	72	1	M0449	18000	180	METFORMIN HCL 1000MG TAB	EMPTY LANE	M0449-180	43353098780
2	B	7	1	73	2	M0449	18000	180	METFORMIN HCL 1000MG TAB	NO ERROR	M0449-180	43353098780
2	B	7	1	74	1	D1291	12000	120	DM 5/GUAIFENESIN 50MG/5ML (SF/AF) LIQ 764	NO ERROR	D1291-120	00904722320
2	B	7	1	75	1	C1625	6000	60	CAMPHOR/MENTHOL/METHYL SALICYLATE PATCH	EMPTY LANE	C1625-60	46581011060
2	B	7	1	76	1	V0026	10000	100	VITAMIN B COMPLEX/VITAMIN C CAP/TAB	EMPTY LANE	V0026-100	Not in Stock
2	B	7	1	77	1	A0740	3000	30	ATORVASTATIN CALCIUM 40MG TAB	EMPTY LANE	A0740-30	71610074530
2	B	7	1	78	1	C1471	3000	30	CARBOXYMETHYLCELLULOSE NA 0.5%(PF)OP SOL	NO ERROR	C1471-30	00023040330
2	B	7	1	79	2	C1471	3000	30	CARBOXYMETHYLCELLULOSE NA 0.5%(PF)OP SOL	NO ERROR	C1471-30	00023040330
2	B	7	1	80	3	C1471	3000	30	CARBOXYMETHYLCELLULOSE NA 0.5%(PF)OP SOL	NO ERROR	C1471-30	00023040330
2	B	7	1	81	1	L0094	3500	35	LIDOCAINE 5% OINT	NO ERROR	L0094-35	51407038335
2	B	7	1	82	2	L0094	3500	35	LIDOCAINE 5% OINT	NO ERROR	L0094-35	51407038335
2	B	7	1	83	1	C1260	400	4	CLONIDINE 0.3MG/24HR PATCH	EMPTY LANE	C1260-4	75907002548
2	B	7	1	84	1	F0077	6000	60	FUROSEMIDE 20MG TAB	EMPTY LANE	F0077-60	71610063553
2	B	7	1	85	1	M1177	300	3	MOXIFLOXACIN (EQV-VIGAMOX) 0.5% OPH SOLN	NO ERROR	M1177-3	51407032103
2	B	7	1	86	1	A0740	4500	45	ATORVASTATIN CALCIUM 40MG TAB	EMPTY LANE	A0740-45	71610074545
2	B	7	1	87	2	A0740	4500	45	ATORVASTATIN CALCIUM 40MG TAB	EMPTY LANE	A0740-45	71610074545
2	B	7	1	88	3	A0740	4500	45	ATORVASTATIN CALCIUM 40MG TAB	EMPTY LANE	A0740-45	71610074545
2	B	7	1	89	1	B0520	6000	60	BENZOYL PEROXIDE 5% (WATER BASED) GEL	NO ERROR	B0520-60	45802021696
2	B	7	1	90	1	M0706	5000	50	MULTIVITAMIN/OPHTH ANTIOX/LUTEIN CAP/TAB	NO ERROR	M0706-50	24208063210
2	B	7	1	91	1	B0196	9000	90	BUSPIRONE HCL 5MG TAB	EMPTY LANE	B0196-90	71610060460
2	B	7	1	92	1	XK150	100	1	GLUCOSE SENSOR FREESTYLE LIBRE 2	NO ERROR	XK150-1	57599080000
2	B	7	1	93	2	XK150	100	1	GLUCOSE SENSOR FREESTYLE LIBRE 2	NO ERROR	XK150-1	57599080000
2	B	7	1	94	118	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	7	1	95	119	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	8	1	102	120	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	JAM LANE	SPARES1-1	#N/A
